title,product_id,url,price,rating,Num_reviews_for_product,favorited_by,store_name,store_sales,store_url,Num_reviews_for_store,reviews
"3 Layer 100% Cotton Face Mask with Nose Wire & Filter , Washable  Reusable Face Mask , Adult Face Mask , Goth Mask, Face Covering,Reversible",774108382,www.etsy.com/listing/774108382,11.78,4.74,68,1031,FunkiFido,977,https://www.etsy.com/shop/FunkiFido,83,"Jamie O'Connell,  Jun 14, 2020,Eleanor,  Jun 13, 2020,Daisy Gonzalez,  Jun 10, 2020,Daisy Gonzalez,  Jun 10, 2020"
FACE MASK READY to Ship Washable 100% Quality Cotton Filter Pocket,779578706,www.etsy.com/listing/779578706,10.00,4.98,119,104,dottiegray,"2,333",https://www.etsy.com/shop/dottiegray,560,"Diane,  Jun 16, 2020,Caelan Baggins,  Jun 14, 2020,June Simonetti,  Jun 14, 2020,June Simonetti,  Jun 14, 2020"
"Reusable face mask, Nose wire, Filter Pocket, Washable, face cover with filter pocket, cotton, floral roses, nurse, gift, stylish, pretty",789752163,www.etsy.com/listing/789752163,15.99,4.66,66,333,SMPLcosmetics,940,https://www.etsy.com/shop/SMPLcosmetics,71,"Mary,  Jun 16, 2020,Amy Hill,  Jun 11, 2020,Sierra Heath,  Jun 11, 2020,Carol,  Jun 8, 2020"
Black | Reusable Face Mask with Slot for Filter (plus options for purchasing PM 2.5 Filters) | Australian Made,784331894,www.etsy.com/listing/784331894,11.60,4.84,5,53,PPEbyLouisa,419,https://www.etsy.com/shop/PPEbyLouisa,25,"Arya,  Jun 9, 2020,Isabelle,  Jun 3, 2020,Katherine Warriner,  May 21, 2020,sonyad77,  Jun 8, 2020"
"Handmade Elastic Face mask, Handsewn Cotton Mask, Cotton mask with filter pocket, handmade mask with nose wire, mask, custom cotton mask",792084395,www.etsy.com/listing/792084395,10.00,4.81,153,320,WildPinkStudios,"1,223",https://www.etsy.com/shop/WildPinkStudios,155,"Allison,  Jun 15, 2020,kahgammon,  Jun 12, 2020,katelyndprice,  Jun 12, 2020,Sally Paradis,  Jun 12, 2020"
90s themed FACE MASK with 3 layers- Full coverage Fitted Adult mask - fabric Cloth Face cover. Washable made in the Usa,792141231,www.etsy.com/listing/792141231,14.90,4.93,114,371,RugratsRagz,"5,563",https://www.etsy.com/shop/RugratsRagz,905,"Nicole Vahl,  Jun 9, 2020,Jamie Canada,  Jun 8, 2020,Jamie Canada,  Jun 8, 2020,Jamie Canada,  Jun 8, 2020"
Face Mask Cover Covering Machine Washable Reusable Fabric 3 Triple Layer Choice of 50+ Fabrics Adult Child Sizes Filter Pocket,793787508,www.etsy.com/listing/793787508,8.57,5.0,27,190,ThatsSewByJo,"1,707",https://www.etsy.com/shop/ThatsSewByJo,32,"Jess Kadow,  Jun 12, 2020,vln1111,  Jun 11, 2020,Natalie,  Jun 11, 2020,jen,  Jun 6, 2020"
Washable Pellon lined Cotton Face Mask with Filter pocket- Triple Layered high quality cotton- Pellon lined mask- removable nose wire,778951446,www.etsy.com/listing/778951446,14.95,4.98,92,423,PinkPeonyByChristy,"18,821",https://www.etsy.com/shop/PinkPeonyByChristy,"3,344","Trouvaille,  Jun 13, 2020,Desiree Poston,  Jun 11, 2020,jessicamarie22881,  Jun 10, 2020,jessicamarie22881,  Jun 10, 2020"
Fabric face mask,775313728,www.etsy.com/listing/775313728,5.00,4.27,119,365,JonesiesByKala,"1,353",https://www.etsy.com/shop/JonesiesByKala,156,"MomofKB,  Jun 15, 2020,RichFJ,  Jun 12, 2020,Lawrence,  Jun 7, 2020,nazarethsmom,  Jun 4, 2020"
"FAST SHIPPING, face mask, washable mask, unisex mask, reusable cotton",817126521,www.etsy.com/listing/817126521,7.99,5.0,,6,Laiascreations,76,https://www.etsy.com/shop/Laiascreations,,"Mary Cantres,  Jun 12, 2020,Kelly,  Jun 1, 2020,Kelly,  Jun 1, 2020,Adriana Angelet,  May 16, 2020"
"Face Mask For Adult Or Kids Reusable, Washable & Breathable Made In U.S.A. Two Layer 100 Percent Cotton Fabric Face Mask.",791310583,www.etsy.com/listing/791310583,6.00,4.89,95,413,BeescraftDesign,756,https://www.etsy.com/shop/BeescraftDesign,114,"vicki,  Jun 14, 2020,Veronica Parsons,  Jun 4, 2020,Kelsey,  Jun 2, 2020,Van,  Jun 2, 2020"
WASHABLE REUSABLE Ramie Cotton Face Mask / Adjustable Ear Loops/ Fabric Protective Cloth Dust Mouth Cover / Grey Blue Pink Beige Tan/ Khaki,802702263,www.etsy.com/listing/802702263,0.06,4.94,17,88,GraceJoyDesign,"1,149",https://www.etsy.com/shop/GraceJoyDesign,139,"Wendy Dempsey-Flores,  Jun 14, 2020,Irmarie Alvira,  Jun 14, 2020,Melissa Estrada,  Jun 11, 2020,Lucila Hernandez,  Jun 4, 2020"
Reusable cloth washable Face Masks,795257645,www.etsy.com/listing/795257645,9.00,4.96,,4,MonstersUnderMyBedCo,"7,376",https://www.etsy.com/shop/MonstersUnderMyBedCo,,"Leslie Council,  Apr 29, 2020,auntbshelpers,  Apr 25, 2020,auntbshelpers,  Apr 25, 2020,amycash,  May 28, 2020"
"Butterfly Mask, Face Mask, Dust Mask, Reusable Face Mask, Cotton Fabric Mask, Face Mask with Filter Pocket, Breathable Mask, Washable Mask",793880570,www.etsy.com/listing/793880570,15.39,4.92,4,59,4PennyGirl,"2,940",https://www.etsy.com/shop/4PennyGirl,522,"Kristina,  Jun 6, 2020,apmorecroft,  Jun 6, 2020,Marchella,  Jun 12, 2020,Shannon H,  Jun 11, 2020"
"Black Face Mask, cotton Face Mask with filter pocket, Reusable Face Mask, Washable Face Mask, Reversible double sided Face Mask, stylish",791812848,www.etsy.com/listing/791812848,9.89,4.82,7,20,ArtisanMadeAtelier,892,https://www.etsy.com/shop/ArtisanMadeAtelier,99,"miller6582,  Jun 16, 2020,nmjc123,  Jun 12, 2020,Rosemary Hill,  Jun 3, 2020,Charley Gordon,  May 27, 2020"
"Pack of 2 Trendy Face Masks, Washable Mask, Face Cover, Women Mask, Man Mask, Reuasable Mask, Corona Mask, Cotton Mask, Eco-Friendly Mask",801181032,www.etsy.com/listing/801181032,11.79,,,9,MinkikiDesigns,41,https://www.etsy.com/shop/MinkikiDesigns,,
Arkansas Razorbacks Face Mask,813442391,www.etsy.com/listing/813442391,9.50,4.91,,16,MarshallsCouture,551,https://www.etsy.com/shop/MarshallsCouture,,"Brittany,  Jun 7, 2020,Monica,  Jun 7, 2020,Sherry Sabatino,  Jun 3, 2020,Dee Taylor,  Jun 16, 2020"
Cotton Face Mask - Washable Face Mask - 3 Layer Face mask - Cloth Mask - Reusable Face Mask - Fabric Mask - Ecofriendly Mask - Adult & Teen,775571324,www.etsy.com/listing/775571324,9.99,4.97,114,328,TheCraftyFoxKnotShop,604,https://www.etsy.com/shop/TheCraftyFoxKnotShop,121,"Sara Glenny,  Jun 6, 2020,Marina Jauregui,  Jun 4, 2020,Farrah Smart,  Jun 4, 2020,Joy,  May 30, 2020"
Solid Color Simple Face Mask | Nose Wire Face Mask | Kids Face Mask | Face Mask with Ties | ADJUSTABLE | Face Mask Made in USA,778257334,www.etsy.com/listing/778257334,8.00,4.97,64,202,thelittlehareshop,"1,387",https://www.etsy.com/shop/thelittlehareshop,165,"Maria,  Jun 16, 2020,Keitha617,  Jun 16, 2020,Joli Whitney,  Jun 14, 2020"
Cotton fitted face mask with soft adjustable straps,804550138,www.etsy.com/listing/804550138,10.54,,,4,PricklyHedgehogShop,38,https://www.etsy.com/shop/PricklyHedgehogShop,,
100 % Cotton Double Layer Face Mask with filter pocket with Free Ear Saver in Each Order!,791835265,www.etsy.com/listing/791835265,15.00,4.85,75,170,SaveYourFace,"1,789",https://www.etsy.com/shop/SaveYourFace,211,"Daggry Luce,  Jun 13, 2020,Joan Miller,  Jun 12, 2020,Kathleen,  Jun 8, 2020,latreyes,  Jun 6, 2020"
Mother of Pearl ~ Face Mask ~ Three Fabric Layers ~ Filter Pocket ~  Nose Wire ~ Elastic Ear Pieces ~ Washable ~ Reusable ~ Adult Kid Sizes,798150676,www.etsy.com/listing/798150676,9.00,4.97,,25,MadeByDori,216,https://www.etsy.com/shop/MadeByDori,,"Kitty Johnson,  Jun 11, 2020,valeriebh66,  May 30, 2020,Emily Schalm,  Jun 7, 2020,Maria Walkden,  Jun 15, 2020"
Face mask,794503655,www.etsy.com/listing/794503655,18.00,4.92,27,105,NenesKids,301,https://www.etsy.com/shop/NenesKids,52,"Julie B,  Jun 10, 2020,Beth,  Jun 3, 2020,Michelle Duff,  May 28, 2020,Michelle Duff,  May 28, 2020"
"Cotton Face mask with filter pocket, Kids Face mask, Cotton face mask, Reusable Adult Face mask, Face mask washable, Earloop Face mask",801359354,www.etsy.com/listing/801359354,16.51,4.89,,36,BORMANIS4kids,672,https://www.etsy.com/shop/BORMANIS4kids,,"Frederic,  May 27, 2020,Frederic,  May 27, 2020,Angelina,  Apr 22, 2020,Jasvinder,  Apr 20, 2020"
"Face mask with a filter pocket, Protective Mask, Facemask, Unisex Mask, Washable Mask, Marcellamoda - MA1505",792522709,www.etsy.com/listing/792522709,14.00,4.8,26,117,marcellamoda,"70,239",https://www.etsy.com/shop/marcellamoda,"13,146","dasher5920,  Jun 10, 2020,Jean Brown,  May 27, 2020,Laura Lynde,  May 24, 2020,Jaimie McIntyre,  May 19, 2020"
"Reusable Fabric Mask, 3D Face Mask,Washable Fabric Mask,Dust Mask, Adult Face Mask,Youth Face Mask, Kids Face Mask, Black Mask",774434386,www.etsy.com/listing/774434386,10.50,4.97,40,44,LeLaStudio,"4,708",https://www.etsy.com/shop/LeLaStudio,812,"AyanaIsArt,  Jun 8, 2020,AyanaIsArt,  Jun 8, 2020,Janel,  Jun 8, 2020,Rosa,  Jun 7, 2020"
Cloth Face masks with opening for filter. Round or pleated rectangle mask. NOW made with comfy spandex. Made in USA. Save your ears!,83457622,www.etsy.com/listing/83457622,15.00,4.8,18,74,BeBops,"1,375",https://www.etsy.com/shop/BeBops,273,"Angela,  Jun 13, 2020,Lois Green,  Jun 9, 2020,Eve Jochnowitz,  Jun 3, 2020,cj4atkinson,  May 24, 2020"
"Pre-Order| Strawberry Mask | SmileWendyShop | Lightweight, High Quality, With Nose Wire Strip, Reusable Face Mask, washable | Summer Choice",819185697,www.etsy.com/listing/819185697,12.00,5.0,,6,SmileWendyShop,5,https://www.etsy.com/shop/SmileWendyShop,,"mikula51,  Jun 12, 2020"
Cotton Face Mask with filter pocket Adult and kids Unisex Mouth Mask Anti-Dust Washable Reusable Protective handmade face mouth mask-KSM01,778115200,www.etsy.com/listing/778115200,17.99,4.9,259,2120,ApplemintHouse,"58,894",https://www.etsy.com/shop/ApplemintHouse,"9,505","Lourdes Nedelman,  Jun 15, 2020,Samantha Hunter,  Jun 15, 2020,ROBERTA CATAO,  Jun 12, 2020,peggyhailemcphillips,  Jun 10, 2020"
"Face MASKS for men, women and children",820648131,www.etsy.com/listing/820648131,10.00,,,3,RetroMyGroove,3,https://www.etsy.com/shop/RetroMyGroove,,
Handmade washable and reusable facemasks for adults and children,809424181,www.etsy.com/listing/809424181,4.61,4.92,,27,LtoRdesigns,737,https://www.etsy.com/shop/LtoRdesigns,,"kat,  Jun 3, 2020,Natalie,  Jun 2, 2020,Amanda Daniels,  Jun 16, 2020,Angie Evans,  Jun 16, 2020"
"Clemson tigers adult face mask 100% cotton reversible, reusable, machine washable.",804399370,www.etsy.com/listing/804399370,9.95,4.89,,3,foursweetsisters,"1,044",https://www.etsy.com/shop/foursweetsisters,,"emy197,  Jun 13, 2020,Phillip,  Jun 11, 2020,Jennifer McNeese,  Jun 5, 2020,Debbie,  Jun 4, 2020"
Hand painted  Smily face Face Mask,791049514,www.etsy.com/listing/791049514,16.00,5.0,,16,DeesCreationsCo,26,https://www.etsy.com/shop/DeesCreationsCo,,"Kianacarolyn,  Jun 6, 2020,jellyb13,  Jun 13, 2020,Sydney,  Jun 12, 2020,Pideaux,  Jun 10, 2020"
Face mask with filter pocket for adults and children with a filter included / Face mask Flowers/Flower face mask,787665547,www.etsy.com/listing/787665547,13.99,4.67,7,371,Stylishprotection,267,https://www.etsy.com/shop/Stylishprotection,18,"Maritza,  Jun 3, 2020,holleigh2,  May 28, 2020,Mary Caprara,  May 18, 2020,Ashley E Gluszek,  May 8, 2020"
Fabric Face Mask- Personal Protective Mask-Anti-Dust Mask-Reversible-Washable- Reusable -African Print-Ankara,774903672,www.etsy.com/listing/774903672,15.00,4.78,52,135,CulturalAdornments,831,https://www.etsy.com/shop/CulturalAdornments,125,"Renetta Williams,  Jun 12, 2020,L. Carpenter,  Jun 9, 2020,Luc,  Jun 9, 2020,Art Lover,  Jun 7, 2020"
"face mask,  thick cotton  face mask, adult face mask, 2 sided  face mask,reusable face mask, washable high quality cotton face mask",787512129,www.etsy.com/listing/787512129,13.80,4.87,21,73,BeginninginSTL,"6,415",https://www.etsy.com/shop/BeginninginSTL,897,"rlbracy,  Jun 16, 2020,Linzes11,  Jun 9, 2020,Celsa Zamora-Padilla,  May 30, 2020,Kes Falcon,  May 13, 2020"
"Colorful Face Masks, Pack, Unisex, Washable, Reusable, Double Layer for Smog, Pollen, Dust, Smoke, Filter Pocket. Made in USA",817658921,www.etsy.com/listing/817658921,25.00,4.87,,8,CabinMeasures,"3,263",https://www.etsy.com/shop/CabinMeasures,,"Marisa,  Jun 15, 2020,Kelly Nix,  Jun 14, 2020,Sweet Meadow Studio,  Jun 12, 2020,J. Cassandra Morris,  Jun 10, 2020"
3 layers thick linen - breathable and comfortable - White/Cream,769164516,www.etsy.com/listing/769164516,15.50,4.71,96,192,DressesAnd,"1,690",https://www.etsy.com/shop/DressesAnd,312,"Nessa885,  May 23, 2020,Nessa885,  May 23, 2020,Nessa885,  May 23, 2020,Nessa885,  May 23, 2020"
navy blue cotton face mask with pocket and nose wire - reusable face mask with black elastic - blauwe wasbare katoenen mondkapje mondmasker,806131555,www.etsy.com/listing/806131555,16.51,4.85,,14,xxxRedStitcHxxx,"1,762",https://www.etsy.com/shop/xxxRedStitcHxxx,,"Ewald C,  Jun 1, 2020,Niken v.E.,  May 26, 2020,jeffreyvisser,  May 24, 2020,Eli,  May 11, 2020"
You Me Unicorn | Pole Dancer | Pole Dancing Unicorn | Sublimation Face Mask | Mouth Nose Cover | Reusable Washable Mask,802029637,www.etsy.com/listing/802029637,13.49,4.77,,28,BraincandyClothing,"2,546",https://www.etsy.com/shop/BraincandyClothing,,"Kathy H,  Jun 1, 2020,johna isackson,  May 28, 2020,Neycha,  Jun 16, 2020,Mary Moore,  Jun 16, 2020"
Customizable Reusable Fabric Masks,775771294,www.etsy.com/listing/775771294,10.00,3.56,66,200,BellacondByBryana,541,https://www.etsy.com/shop/BellacondByBryana,66,"Hannah Woerner,  May 14, 2020,Shelley Van Sant,  Jun 11, 2020,Kaitlyn Norum,  Jun 10, 2020,V. Fall,  Jun 8, 2020"
"Face Mask, facemask,  Adult, Child, Unisex, Mens, Womens reusable washable with filter",778531432,www.etsy.com/listing/778531432,12.99,4.93,41,133,EllaBellaBoutiqueOK,"14,544",https://www.etsy.com/shop/EllaBellaBoutiqueOK,"1,543","Lisa Barker,  Jun 8, 2020,Ashley Bunch,  Jun 6, 2020,karen ayala,  Jun 4, 2020,Matt,  May 31, 2020"
Face Mask - Adult Face Mask - Kid/Tween Face Mask - Colorful Face Mask,803075409,www.etsy.com/listing/803075409,8.00,4.8,5,2,caffeinatedcraftspnw,266,https://www.etsy.com/shop/caffeinatedcraftspnw,30,"Lester Isa,  May 30, 2020,Whitney Vordahl,  May 27, 2020,amyspires,  Jun 10, 2020,mlcherryblossom,  May 26, 2020"
Face Mask Cover Pleated Elastic for Ears Triple Layer HD Stabilizer Reversible Washable Very Breathable Buy 1 Donate 1 floral last of prints,782220050,www.etsy.com/listing/782220050,15.00,4.74,28,80,ShawnasSpecialties,"3,161",https://www.etsy.com/shop/ShawnasSpecialties,674,"KMWoriginalDESIGNS,  Jun 14, 2020,Kristerp99,  Jun 1, 2020,Victoria Anne Beardwood,  May 20, 2020,atsmith27,  May 20, 2020"
"READY to SHIP - Bicycle Face Mask, Adult or Child Face Mask, Wire Nosepiece, Washable, USA Made, Free Shipping",810007641,www.etsy.com/listing/810007641,18.00,4.86,,4,Central64,179,https://www.etsy.com/shop/Central64,,"Christine,  Jun 7, 2020,chicksnestllc,  Jun 5, 2020,Christina,  Jun 14, 2020,Pamela,  Jun 13, 2020"
Set of 5 Black Face Mask  | Reusable & Washable Mask | Dust Mask | Mouth Mask | Air Pollution Mask | For Face Protection | 3 layer Non woven,779484464,www.etsy.com/listing/779484464,14.99,3.33,7,112,UmoreArt,275,https://www.etsy.com/shop/UmoreArt,12,"The Nugents,  May 28, 2020,Robert,  May 27, 2020,Joni Cook,  May 27, 2020,Carlès Van Cutsem,  May 20, 2020"
Face Masks,801964805,www.etsy.com/listing/801964805,5.00,5.0,,20,ColoradoLeatherFurs,35,https://www.etsy.com/shop/ColoradoLeatherFurs,,"bpdw71,  May 25, 2020,terri cook,  May 26, 2020,Rick and Chrisi Thompson,  May 23, 2020"
Black Face Mask /  dust mask with 100% cotton pocket  / hygiene mask with adjustable ties,778235604,www.etsy.com/listing/778235604,15.80,4.82,13,172,GlitterRomance,"4,456",https://www.etsy.com/shop/GlitterRomance,453,"Carolyn Hogarth,  May 17, 2020,maddibrody,  May 7, 2020,Sophie,  May 6, 2020,Kate Marks,  May 4, 2020"
ADULT/YOUTH/CHILD sizes cotton face mask // face mask with filter // face mask for all sizes mask / pleated face mask // washable face mask,787267198,www.etsy.com/listing/787267198,13.00,4.93,7,14,MoonHillsDesign,410,https://www.etsy.com/shop/MoonHillsDesign,53,"Jacqueline Eudave,  Jun 1, 2020,Kyle Walker,  May 12, 2020,Breanna Freed,  May 4, 2020"
4 layer Face Mask FREE SHIPPING,776854900,www.etsy.com/listing/776854900,20.00,4.19,76,159,GrannysBabyCakes,789,https://www.etsy.com/shop/GrannysBabyCakes,77,"Donna Jones,  Jun 16, 2020,starfaced,  Jun 15, 2020,Linda Harrison,  Jun 10, 2020,jeff,  Jun 9, 2020"
"Face mask washable reusable cotton 2 - 3 layer face mask, tartan fashion stylish black white, adult size, elastic wrap around your ears",779739466,www.etsy.com/listing/779739466,8.20,4.85,,10,BeadsButtons4Crafts,"7,412",https://www.etsy.com/shop/BeadsButtons4Crafts,,"Barbara Brown,  May 1, 2020,Enola,  Apr 24, 2020,Landry,  May 9, 2020,courtneyjsell,  Jun 14, 2020"
Face Mask | Face Mask Filter Pocket | Three Layer Face Mask | Face Mask Reusable | Face Mask Washable | Cotton Face Mask | Made in USA,792280153,www.etsy.com/listing/792280153,16.00,4.33,14,70,FashionablyDone,486,https://www.etsy.com/shop/FashionablyDone,27,"Jen,  May 25, 2020,Glen,  May 17, 2020,expressocat,  May 16, 2020,expressocat,  May 16, 2020"
Cotton Safety Face Mask Unisex Doble Layer With Nose Clip,812084703,www.etsy.com/listing/812084703,7.96,,,,MustAtelier,1 sale,https://www.etsy.com/shop/MustAtelier,,
We are bears,816964933,www.etsy.com/listing/816964933,11.11,5.0,,5,Inspire1111,6,https://www.etsy.com/shop/Inspire1111,,"Lissette Hicks,  Jun 14, 2020"
Set of 10/20/30/50 linen face masks / FAST DELIVERY INCLUDED / Protection face mask / Double layer linen mask / Face mask,792168887,www.etsy.com/listing/792168887,111.45,4.95,33,193,LinenCloud,"13,040",https://www.etsy.com/shop/LinenCloud,"3,143","Christina Schwerin,  Jun 13, 2020,Holly Alaria Bader,  Jun 10, 2020,Fanny Ochoa Sandoval,  Jun 3, 2020,L Sanders,  May 30, 2020"
Face Mask Cotton Washable,779173262,www.etsy.com/listing/779173262,4.62,4.87,8,12,MuskokaShelley,996,https://www.etsy.com/shop/MuskokaShelley,92,"Aya,  Jun 2, 2020,Dar,  May 29, 2020,Hope,  May 26, 2020,Diana Lauren Gramenos Hoyer,  May 19, 2020"
Handmade Face Mask,779214952,www.etsy.com/listing/779214952,5.00,5.0,4,6,AlbertsSewCreations,24,https://www.etsy.com/shop/AlbertsSewCreations,12,"Samantha Owen,  Jun 4, 2020,Steph,  Apr 30, 2020,Alex Marie,  Apr 19, 2020,Tiffany Balli,  Apr 12, 2020"
6-thick cotton face mask,775410748,www.etsy.com/listing/775410748,13.47,4.73,5,102,CreationMCZartisant,284,https://www.etsy.com/shop/CreationMCZartisant,11,"Eli Novak,  May 20, 2020,Yvonne,  May 11, 2020,monicadick2,  May 10, 2020,Marie-Claude,  Jun 14, 2020"
"2 layers, 2 designs/colors, Reusable, washable, adjustable cloth/cotton/fabric face mask with elastic ear loops- AVAILABLE!",124227524,www.etsy.com/listing/124227524,10.00,4.88,53,162,SandiPopLollies,"1,438",https://www.etsy.com/shop/SandiPopLollies,263,"Melanie,  Jun 9, 2020,Melanie,  Jun 9, 2020,Amy Raish,  Jun 4, 2020,Katie Reid,  Jun 4, 2020"
"Premium face mask, Linen Face Mask, eco face mask, washable reusable, Double Layered with nose wire, made in the usa, free shipping",811886047,www.etsy.com/listing/811886047,25.00,,,15,DESIGNSByEsmeralda,14,https://www.etsy.com/shop/DESIGNSByEsmeralda,,
"Princess Cotton Face Mask - Reusable and Washable Cotton Face Mask,Eco-friendly Mask, Travel Mask, Fashion Face Mask, Cute Face Mask",788041674,www.etsy.com/listing/788041674,8.00,5.0,,5,PositiveVibezOnly,22,https://www.etsy.com/shop/PositiveVibezOnly,,"tinkerti0191,  Jun 16, 2020,Cassandra Stansberry,  May 31, 2020,irenenj1,  May 21, 2020"
"mondmasker, camo mask, allergy mask, facemask washable, Handmade mask, handmade face covers,",773029840,www.etsy.com/listing/773029840,8.00,4.14,,34,Ludmilastoys,623,https://www.etsy.com/shop/Ludmilastoys,,"Yansy Hernandez,  Jun 5, 2020,Mercede Goetzinger,  May 13, 2020,Christine,  May 11, 2020,Mrs. Steyh,  Apr 30, 2020"
"Combat mouth mask, convenient to use with ear loops, washable and double layered.",789793340,www.etsy.com/listing/789793340,11.79,,,,JamJarsStudio,18,https://www.etsy.com/shop/JamJarsStudio,,
Black And Dark Grey Face Mask. Reversible Mask. Dust Mask. Adult Travel Mask. Washable Mask. Three Layers Mask Made In USA.,774203572,www.etsy.com/listing/774203572,9.34,4.88,5,34,lynamobley2012,"9,630",https://www.etsy.com/shop/lynamobley2012,"1,621","Holly Gunderson,  May 4, 2020,1wackygal,  May 3, 2020,dupuy,  May 29, 2020,Stephanie Schoellman,  Apr 25, 2020"
Handmade Reusable Pleated Mustache Face Mask 100%Cotton,815351311,www.etsy.com/listing/815351311,10.00,5.0,,2,MagnoliasStudios,29,https://www.etsy.com/shop/MagnoliasStudios,,"stefaniharris1983,  Jun 15, 2020,JA Orlando,  Jun 1, 2020,JA Orlando,  May 15, 2020"
